
[3/30/22 09:43AM]  [ Solak ] Player picked up item: Avalon Coins, id: 995, amount: 3698737, owner: Solak
[4/12/22 09:05AM]  [ Test ] Player picked up item: Dragon bones, id: 537, amount: 50, owner: Test	
[4/13/22 08:42PM]  [ Test ] Player picked up item: Avalon Coins, id: 995, amount: 2848205, owner: Test	
[4/13/22 08:42PM]  [ Test ] Player picked up item: Dragon bones, id: 537, amount: 50, owner: Test	
[4/17/22 11:03PM]  [ Avalon ] Player picked up item: Starter legs, id: 8328, amount: 1, owner: Avalon	
[4/17/22 11:03PM]  [ Avalon ] Player picked up item: Magic staff, id: 23026, amount: 1, owner: Avalon	
[4/19/22 01:46AM]  [ Donator ] Player picked up item: $250 Bond, id: 23060, amount: 73, owner: Donator	
[4/21/22 04:03PM]  [ Test ] Player picked up item: PVM ticket, id: 5022, amount: 100, owner: Test	
[4/21/22 04:03PM]  [ Test ] Player picked up item: PVM ticket, id: 5022, amount: 100, owner: Test	
[4/26/22 07:09PM]  [ Avalon ] Player picked up item: Heavy chainsaw, id: 22080, amount: 1, owner: Avalon	
[4/26/22 09:54PM]  [ Avalon ] Player picked up item: Tormented tentacle, id: 18686, amount: 1, owner: Avalon	
[4/27/22 01:10PM]  [ New1 ] Player picked up item: Avalon Coins, id: 995, amount: 4686, owner: New1	
[4/27/22 01:12PM]  [ New1 ] Player picked up item: Avalon Coins, id: 995, amount: 2440, owner: New1	
[4/29/22 06:29AM]  [ Avalon ] Player picked up item: Leafy coif, id: 17043, amount: 1, owner: Avalon	
[4/29/22 06:30AM]  [ Avalon ] Player picked up item: Leafy coif, id: 17043, amount: 1, owner: Avalon	
[4/30/22 01:17PM]  [ Avalon ] Player picked up item: Belligerent legs, id: 11423, amount: 1, owner: Avalon	
[4/30/22 01:17PM]  [ Avalon ] Player picked up item: Elite Sword (AoE), id: 8410, amount: 1, owner: Avalon	
[4/30/22 01:17PM]  [ Avalon ] Player picked up item: Avalon Crossbow, id: 8088, amount: 1, owner: Avalon	
[4/30/22 10:25PM]  [ Avalon ] Player picked up item: Satanic hell legs, id: 13304, amount: 1, owner: Avalon	
[4/30/22 11:04PM]  [ Avalon ] Player picked up item: Avalon Coins, id: 995, amount: 3399783, owner: Avalon	
[4/30/22 11:04PM]  [ Avalon ] Player picked up item: Dragon bones, id: 537, amount: 50, owner: Avalon	
[5/1/22 11:27AM]  [ Avalon ] Player picked up item: PVM ticket, id: 5022, amount: 2000, owner: Avalon	
[5/1/22 11:27AM]  [ Avalon ] Player picked up item: Global Boss token, id: 23229, amount: 2, owner: Avalon	
[5/1/22 11:27AM]  [ Avalon ] Player picked up item: Dragonballz Bones, id: 2025, amount: 6, owner: Avalon	
[5/1/22 11:27AM]  [ Avalon ] Player picked up item: Upgrade Tokens, id: 12855, amount: 20000, owner: Avalon	
[5/1/22 11:27AM]  [ Avalon ] Player picked up item: Crystal key, id: 989, amount: 4, owner: Avalon	
[5/1/22 12:07PM]  [ Avalon ] Player picked up item: Crystal key, id: 989, amount: 4, owner: Avalon	
[5/1/22 12:07PM]  [ Avalon ] Player picked up item: PVM ticket, id: 5022, amount: 2000, owner: Avalon	
[5/1/22 12:07PM]  [ Avalon ] Player picked up item: Dragonballz Bones, id: 2025, amount: 6, owner: Avalon	
[5/1/22 12:07PM]  [ Avalon ] Player picked up item: Global Boss token, id: 23229, amount: 2, owner: Avalon	
[5/1/22 12:07PM]  [ Avalon ] Player picked up item: Upgrade Tokens, id: 12855, amount: 20000, owner: Avalon	
[5/1/22 12:14PM]  [ Avalon ] Player picked up item: Avalon Coins, id: 995, amount: 2805820, owner: Avalon	
[5/1/22 12:14PM]  [ Avalon ] Player picked up item: Dragon bones, id: 537, amount: 50, owner: Avalon	
[5/1/22 12:29PM]  [ Avalon ] Player picked up item: None, id: 22329, amount: 2, owner: Avalon	
[5/1/22 12:29PM]  [ Avalon ] Player picked up item: Vote scroll, id: 19670, amount: 4, owner: Avalon	
[5/1/22 12:29PM]  [ Avalon ] Player picked up item: Progressive Reward Box, id: 10025, amount: 8, owner: Avalon	
[5/1/22 12:29PM]  [ Avalon ] Player picked up item: Vote Mystery Box, id: 15501, amount: 4, owner: Avalon	
[5/1/22 12:29PM]  [ Avalon ] Player picked up item: None, id: 22329, amount: 2, owner: Avalon	
[5/1/22 12:29PM]  [ Avalon ] Player picked up item: None, id: 22329, amount: 2, owner: Avalon	
[5/1/22 12:29PM]  [ Avalon ] Player picked up item: None, id: 22329, amount: 2, owner: Avalon	
[5/1/22 12:29PM]  [ Avalon ] Player picked up item: Antique lamp, id: 11137, amount: 40, owner: Avalon	
[5/1/22 12:30PM]  [ Avalon ] Player picked up item: Special Bones, id: 2026, amount: 100, owner: Avalon	
[5/1/22 12:31PM]  [ Avalon ] Player picked up item: Vote scroll, id: 19670, amount: 4, owner: Avalon	
[5/1/22 12:31PM]  [ Avalon ] Player picked up item: Vote Mystery Box, id: 15501, amount: 4, owner: Avalon	
[5/1/22 12:31PM]  [ Avalon ] Player picked up item: Progressive Reward Box, id: 10025, amount: 6, owner: Avalon	
[5/2/22 12:29AM]  [ Avalon ] Player picked up item: Pet fragment, id: 19000, amount: 20, owner: Avalon	
[5/2/22 12:29AM]  [ Avalon ] Player picked up item: Upgrade Tokens, id: 12855, amount: 20000, owner: Avalon	
[5/2/22 12:29AM]  [ Avalon ] Player picked up item: PVM ticket, id: 5022, amount: 20000, owner: Avalon	
[5/3/22 12:59AM]  [ Avalon ] Player picked up item: Crystal key, id: 989, amount: 2, owner: Avalon	
[5/3/22 10:49AM]  [ Avalon ] Player picked up item: Upgrade Token pack (25k), id: 15289, amount: 1, owner: Avalon	
[5/4/22 03:36AM]  [ Avalon ] Player picked up item: Master Treasure Key, id: 23107, amount: 499915, owner: Avalon	
[5/4/22 11:43AM]  [ Avalon ] Player picked up item: PVM ticket, id: 5022, amount: 2000, owner: Avalon	
[5/4/22 11:43AM]  [ Avalon ] Player picked up item: Global Boss token, id: 23229, amount: 2, owner: Avalon	
[5/4/22 11:43AM]  [ Avalon ] Player picked up item: Upgrade Tokens, id: 12855, amount: 10000, owner: Avalon	
[5/4/22 11:43AM]  [ Avalon ] Player picked up item: Crystal key, id: 989, amount: 4, owner: Avalon	
[5/4/22 11:46AM]  [ Avalon ] Player picked up item: PVM ticket, id: 5022, amount: 2000, owner: Avalon	
[5/4/22 11:46AM]  [ Avalon ] Player picked up item: Global Boss token, id: 23229, amount: 2, owner: Avalon	
[5/4/22 11:46AM]  [ Avalon ] Player picked up item: Upgrade Tokens, id: 12855, amount: 10000, owner: Avalon	
[5/4/22 11:46AM]  [ Avalon ] Player picked up item: Crystal key, id: 989, amount: 4, owner: Avalon	
[5/4/22 11:46AM]  [ Test ] Player picked up item: PVM ticket, id: 5022, amount: 1000, owner: Test	
[5/4/22 11:46AM]  [ Test ] Player picked up item: Global Boss token, id: 23229, amount: 1, owner: Test	
[5/4/22 11:46AM]  [ Test ] Player picked up item: Upgrade Tokens, id: 12855, amount: 5000, owner: Test	
[5/4/22 11:46AM]  [ Test ] Player picked up item: Crystal key, id: 989, amount: 2, owner: Test	
[5/4/22 12:07PM]  [ Avalon ] Player picked up item: PVM ticket, id: 5022, amount: 2000, owner: Avalon	
[5/4/22 12:07PM]  [ Avalon ] Player picked up item: Upgrade Token pack (25k), id: 15289, amount: 1, owner: Avalon	
[5/4/22 12:07PM]  [ Avalon ] Player picked up item: Dragonballz Bones, id: 2025, amount: 6, owner: Avalon	
[5/4/22 12:07PM]  [ Avalon ] Player picked up item: Global Boss token, id: 23229, amount: 2, owner: Avalon	
[5/4/22 12:07PM]  [ Avalon ] Player picked up item: Upgrade Tokens, id: 12855, amount: 20000, owner: Avalon	
[5/4/22 12:07PM]  [ Avalon ] Player picked up item: Crystal key, id: 989, amount: 4, owner: Avalon	
[5/4/22 12:34PM]  [ Avalon ] Player picked up item: Upgrade Tokens, id: 12855, amount: 20000, owner: Avalon	
[5/4/22 12:34PM]  [ Avalon ] Player picked up item: PVM ticket, id: 5022, amount: 2000, owner: Avalon	
[5/4/22 12:34PM]  [ Avalon ] Player picked up item: Dragonballz Bones, id: 2025, amount: 6, owner: Avalon	
[5/4/22 12:34PM]  [ Avalon ] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Avalon	
[5/4/22 12:34PM]  [ Avalon ] Player picked up item: Global Boss token, id: 23229, amount: 2, owner: Avalon	
[5/4/22 12:34PM]  [ Avalon ] Player picked up item: Crystal key, id: 989, amount: 4, owner: Avalon	
[5/4/22 12:37PM]  [ Test ] Player picked up item: PVM ticket, id: 5022, amount: 1000, owner: Test	
[5/4/22 12:37PM]  [ Test ] Player picked up item: Dragonballz Bones, id: 2025, amount: 3, owner: Test	
[5/4/22 12:37PM]  [ Test ] Player picked up item: Global Boss token, id: 23229, amount: 1, owner: Test	
[5/4/22 12:37PM]  [ Test ] Player picked up item: Upgrade Tokens, id: 12855, amount: 10000, owner: Test	
[5/4/22 12:37PM]  [ Test ] Player picked up item: Crystal key, id: 989, amount: 2, owner: Test	
[5/4/22 12:37PM]  [ Avalon ] Player picked up item: PVM ticket, id: 5022, amount: 2000, owner: Avalon	
[5/4/22 12:37PM]  [ Avalon ] Player picked up item: Upgrade Token pack (25k), id: 15289, amount: 1, owner: Avalon	
[5/4/22 12:37PM]  [ Avalon ] Player picked up item: Dragonballz Bones, id: 2025, amount: 6, owner: Avalon	
[5/4/22 12:37PM]  [ Avalon ] Player picked up item: Global Boss token, id: 23229, amount: 2, owner: Avalon	
[5/4/22 12:37PM]  [ Avalon ] Player picked up item: Upgrade Tokens, id: 12855, amount: 20000, owner: Avalon	
[5/4/22 12:37PM]  [ Avalon ] Player picked up item: Crystal key, id: 989, amount: 4, owner: Avalon	
[5/4/22 12:39PM]  [ Avalon ] Player picked up item: PVM ticket, id: 5022, amount: 2000, owner: Avalon	
[5/4/22 12:39PM]  [ Avalon ] Player picked up item: Crystal key, id: 989, amount: 4, owner: Avalon	
[5/4/22 12:39PM]  [ Avalon ] Player picked up item: Dragonballz Bones, id: 2025, amount: 6, owner: Avalon	
[5/4/22 12:39PM]  [ Avalon ] Player picked up item: Global Boss token, id: 23229, amount: 2, owner: Avalon	
[5/4/22 12:39PM]  [ Avalon ] Player picked up item: Upgrade Tokens, id: 12855, amount: 20000, owner: Avalon	
[5/4/22 12:40PM]  [ Avalon ] Player picked up item: Global Boss token, id: 23229, amount: 2, owner: Avalon	
[5/4/22 12:40PM]  [ Avalon ] Player picked up item: PVM ticket, id: 5022, amount: 2000, owner: Avalon	
[5/4/22 12:40PM]  [ Avalon ] Player picked up item: Dragonballz Bones, id: 2025, amount: 6, owner: Avalon	
[5/4/22 12:40PM]  [ Avalon ] Player picked up item: Upgrade Tokens, id: 12855, amount: 20000, owner: Avalon	
[5/4/22 12:43PM]  [ Avalon ] Player picked up item: PVM ticket, id: 5022, amount: 2000, owner: Avalon	
[5/4/22 12:43PM]  [ Avalon ] Player picked up item: Dragonballz Bones, id: 2025, amount: 6, owner: Avalon	
[5/4/22 12:43PM]  [ Avalon ] Player picked up item: Upgrade Token pack (25k), id: 15289, amount: 1, owner: Avalon	
[5/4/22 12:43PM]  [ Avalon ] Player picked up item: Global Boss token, id: 23229, amount: 2, owner: Avalon	
[5/4/22 12:43PM]  [ Avalon ] Player picked up item: Upgrade Tokens, id: 12855, amount: 20000, owner: Avalon	
[5/4/22 12:43PM]  [ Avalon ] Player picked up item: Crystal key, id: 989, amount: 4, owner: Avalon	
[5/5/22 04:32PM]  [ Avalon ] Player picked up item: Bones, id: 526, amount: 1, owner: Avalon	
[5/5/22 04:32PM]  [ Avalon ] Player picked up item: Bones, id: 526, amount: 1, owner: Avalon	
[5/5/22 08:09PM]  [ Avalon ] Player picked up item: PvM Box, id: 7956, amount: 1, owner: Avalon	
[5/5/22 08:10PM]  [ Avalon ] Player picked up item: PvM Box, id: 7956, amount: 1, owner: Avalon	
[5/5/22 08:10PM]  [ Avalon ] Player picked up item: PvM Box, id: 7956, amount: 1, owner: Avalon	
[5/5/22 08:10PM]  [ Avalon ] Player picked up item: PvM Box, id: 7956, amount: 1, owner: Avalon	
[5/5/22 08:10PM]  [ Avalon ] Player picked up item: PvM Box, id: 7956, amount: 1, owner: Avalon	
[5/5/22 08:10PM]  [ Avalon ] Player picked up item: PvM Box, id: 7956, amount: 1, owner: Avalon	
[5/5/22 08:11PM]  [ Avalon ] Player picked up item: PvM Box, id: 7956, amount: 1, owner: Avalon	
[5/5/22 08:11PM]  [ Avalon ] Player picked up item: PvM Box, id: 7956, amount: 1, owner: Avalon	
[5/5/22 08:11PM]  [ Avalon ] Player picked up item: PvM Box, id: 7956, amount: 1, owner: Avalon	
[5/5/22 08:11PM]  [ Avalon ] Player picked up item: PvM Box, id: 7956, amount: 1, owner: Avalon	
[5/5/22 08:11PM]  [ Avalon ] Player picked up item: PvM Box, id: 7956, amount: 1, owner: Avalon	
[5/5/22 08:11PM]  [ Avalon ] Player picked up item: PvM Box, id: 7956, amount: 1, owner: Avalon	
[5/5/22 08:11PM]  [ Avalon ] Player picked up item: PvM Box, id: 7956, amount: 1, owner: Avalon	
[5/5/22 08:18PM]  [ Avalon ] Player picked up item: PvM Box, id: 7956, amount: 1, owner: Avalon	
[5/5/22 08:18PM]  [ Avalon ] Player picked up item: PvM Box, id: 7956, amount: 1, owner: Avalon	
[5/5/22 08:19PM]  [ Avalon ] Player picked up item: OVERPOWERED CHEST, id: 20488, amount: 1, owner: Avalon	
[5/5/22 08:19PM]  [ Avalon ] Player picked up item: PvM Box, id: 7956, amount: 1, owner: Avalon	
[5/5/22 08:19PM]  [ Avalon ] Player picked up item: OVERPOWERED CHEST, id: 20488, amount: 1, owner: Avalon	
[5/5/22 08:19PM]  [ Avalon ] Player picked up item: PvM Box, id: 7956, amount: 1, owner: Avalon	
[5/5/22 08:20PM]  [ Avalon ] Player picked up item: OVERPOWERED CHEST, id: 20488, amount: 1, owner: Avalon	
[5/5/22 08:20PM]  [ Avalon ] Player picked up item: PvM Box, id: 7956, amount: 1, owner: Avalon	
[5/5/22 08:21PM]  [ Avalon ] Player picked up item: PvM Box, id: 7956, amount: 1, owner: Avalon	
[5/5/22 08:21PM]  [ Avalon ] Player picked up item: OVERPOWERED CHEST, id: 20488, amount: 1, owner: Avalon	
[5/5/22 08:21PM]  [ Avalon ] Player picked up item: PvM Box, id: 7956, amount: 1, owner: Avalon	
[5/5/22 08:23PM]  [ Avalon ] Player picked up item: OVERPOWERED CHEST, id: 20488, amount: 1, owner: Avalon	
[5/5/22 08:23PM]  [ Avalon ] Player picked up item: PvM Box, id: 7956, amount: 1, owner: Avalon	
[5/5/22 08:23PM]  [ Avalon ] Player picked up item: PvM Box, id: 7956, amount: 1, owner: Avalon	
[5/5/22 08:24PM]  [ Avalon ] Player picked up item: PvM Box, id: 7956, amount: 1, owner: Avalon	
[5/5/22 08:24PM]  [ Avalon ] Player picked up item: PvM Box, id: 7956, amount: 1, owner: Avalon	
[5/5/22 08:25PM]  [ Avalon ] Player picked up item: OVERPOWERED CHEST, id: 20488, amount: 1, owner: Avalon	
[5/5/22 08:25PM]  [ Avalon ] Player picked up item: PvM Box, id: 7956, amount: 1, owner: Avalon	
[5/5/22 08:25PM]  [ Avalon ] Player picked up item: OVERPOWERED CHEST, id: 20488, amount: 1, owner: Avalon	
[5/5/22 08:25PM]  [ Avalon ] Player picked up item: PvM Box, id: 7956, amount: 1, owner: Avalon	
[5/5/22 08:29PM]  [ Avalon ] Player picked up item: PvM Box, id: 7956, amount: 1, owner: Avalon	
[5/5/22 08:29PM]  [ Avalon ] Player picked up item: OVERPOWERED CHEST, id: 20488, amount: 1, owner: Avalon	
[5/5/22 08:30PM]  [ Avalon ] Player picked up item: PvM Box, id: 7956, amount: 1, owner: Avalon	
[5/5/22 08:30PM]  [ Avalon ] Player picked up item: OVERPOWERED CHEST, id: 20488, amount: 1, owner: Avalon	
[5/5/22 08:30PM]  [ Avalon ] Player picked up item: PvM Box, id: 7956, amount: 1, owner: Avalon	
[5/5/22 08:30PM]  [ Avalon ] Player picked up item: PvM Box, id: 7956, amount: 1, owner: Avalon	
[5/5/22 08:30PM]  [ Avalon ] Player picked up item: Dagon'hai hat, id: 14499, amount: 1, owner: Avalon	
[5/5/22 08:31PM]  [ Avalon ] Player picked up item: OVERPOWERED CHEST, id: 20488, amount: 1, owner: Avalon	
[5/5/22 08:31PM]  [ Avalon ] Player picked up item: PvM Box, id: 7956, amount: 1, owner: Avalon	
[5/5/22 08:33PM]  [ Avalon ] Player picked up item: Spade, id: 952, amount: 1, owner: Avalon	
[5/5/22 08:34PM]  [ Avalon ] Player picked up item: Spade, id: 952, amount: 1, owner: Avalon	
[5/5/22 08:37PM]  [ Avalon ] Player picked up item: PvM Box, id: 7956, amount: 1, owner: Avalon	
[5/5/22 08:38PM]  [ Avalon ] Player picked up item: PvM Box, id: 7956, amount: 1, owner: Avalon	
[5/5/22 08:40PM]  [ Avalon ] Player picked up item: PvM Box, id: 7956, amount: 1, owner: Avalon	
[5/5/22 08:40PM]  [ Avalon ] Player picked up item: PvM Box, id: 7956, amount: 1, owner: Avalon	
[5/5/22 08:41PM]  [ Avalon ] Player picked up item: PvM Box, id: 7956, amount: 1, owner: Avalon	
[5/5/22 08:41PM]  [ Avalon ] Player picked up item: PvM Box, id: 7956, amount: 1, owner: Avalon	
[5/5/22 08:44PM]  [ Avalon ] Player picked up item: OVERPOWERED CHEST, id: 20488, amount: 1, owner: Avalon	
[5/5/22 08:44PM]  [ Avalon ] Player picked up item: PvM Box, id: 7956, amount: 1, owner: Avalon	
[5/5/22 08:46PM]  [ Avalon ] Player picked up item: PvM Box, id: 7956, amount: 1, owner: Avalon	
[5/5/22 08:48PM]  [ Avalon ] Player picked up item: PvM Box, id: 7956, amount: 1, owner: Avalon	
[5/5/22 08:48PM]  [ Avalon ] Player picked up item: PvM Box, id: 7956, amount: 1, owner: Avalon	
[5/5/22 10:14PM]  [ Avalon ] Player picked up item: PvM Box, id: 7956, amount: 1, owner: Avalon	
[5/6/22 01:33AM]  [ Avalon ] Player picked up item: PvM Box, id: 7956, amount: 1, owner: Avalon	
[5/6/22 03:54PM]  [ Avalon ] Player picked up item: PvM Box, id: 7956, amount: 1, owner: Avalon	
[5/6/22 03:54PM]  [ Avalon ] Player picked up item: PvM Box, id: 7956, amount: 1, owner: Avalon	
[5/6/22 03:54PM]  [ Avalon ] Player picked up item: PvM Box, id: 7956, amount: 1, owner: Avalon	
[5/8/22 07:17AM]  [ Avalon ] Player picked up item: PvM Box, id: 7956, amount: 1, owner: Avalon	
[5/8/22 07:17AM]  [ Avalon ] Player picked up item: PvM Box, id: 7956, amount: 1, owner: Avalon	
[5/8/22 01:21PM]  [ Avalon ] Player picked up item: Avalon Coins, id: 995, amount: 2034, owner: Avalon	
[5/8/22 01:21PM]  [ Avalon ] Player picked up item: Dragon bones, id: 537, amount: 1, owner: Avalon	
[5/8/22 03:00PM]  [ Avalon ] Player picked up item: PvM Box, id: 7956, amount: 1, owner: Avalon	
[5/8/22 03:01PM]  [ Avalon ] Player picked up item: OVERPOWERED CHEST, id: 20488, amount: 1, owner: Avalon	
[5/8/22 06:44PM]  [ Avalon ] Player picked up item: PvM Box, id: 7956, amount: 1, owner: Avalon	
[5/8/22 11:33PM]  [ Avalon ] Player picked up item: Upgrade Tokens, id: 12855, amount: 500000000, owner: Avalon	
[5/8/22 11:33PM]  [ Avalon ] Player picked up item: Upgrade Tokens, id: 12855, amount: 500000000, owner: Avalon	
[5/9/22 12:32AM]  [ Avalon ] Player picked up item: PVM ticket, id: 5022, amount: 100, owner: Avalon	
[5/9/22 12:32AM]  [ Avalon ] Player picked up item: Avalon Tokens, id: 10835, amount: 500, owner: Avalon	
[5/9/22 08:55PM]  [ Avalon ] Player picked up item: Upgrade Tokens, id: 12855, amount: 2000, owner: Avalon	
[5/10/22 12:05AM]  [ Avalon ] Player picked up item: OVERPOWERED CHEST, id: 20488, amount: 1, owner: Avalon	
[5/10/22 12:09AM]  [ Avalon ] Player picked up item: PVM ticket, id: 5022, amount: 2000, owner: Avalon	
[5/10/22 12:09AM]  [ Avalon ] Player picked up item: Global Boss token, id: 23229, amount: 2, owner: Avalon	
[5/10/22 12:09AM]  [ Avalon ] Player picked up item: Crystal key, id: 989, amount: 4, owner: Avalon	
[5/10/22 12:10AM]  [ Avalon ] Player picked up item: Upgrade Tokens, id: 12855, amount: 10000, owner: Avalon	
[5/10/22 06:25PM]  [ Avalon ] Player picked up item: Elite dragonbone, id: 18830, amount: 1, owner: Avalon	
[5/10/22 06:30PM]  [ Avalon ] Player picked up item: PVM ticket, id: 5022, amount: 35, owner: Avalon	
[5/10/22 06:30PM]  [ Avalon ] Player picked up item: Elite dragonbone, id: 18830, amount: 1, owner: Avalon	
[5/10/22 06:30PM]  [ Avalon ] Player picked up item: Elite dragonbone, id: 18830, amount: 1, owner: Avalon	
[5/11/22 11:50AM]  [ Avalon ] Player picked up item: PvM box, id: 7956, amount: 1, owner: Avalon	
[5/12/22 10:20AM]  [ Avalon ] Player picked up item: Upgrade Token, id: 12855, amount: 743065408, owner: Avalon	
[5/13/22 03:09AM]  [ Avalon ] Player picked up item: Picture, id: 11000, amount: 1, owner: Avalon	
[5/13/22 07:43PM]  [ Avalon ] Player picked up item: Onyx Casket, id: 14999, amount: 92, owner: Avalon	
[5/13/22 08:28PM]  [ Avalon ] Player picked up item: PVM ticket, id: 5022, amount: 2000, owner: Avalon	
[5/13/22 08:28PM]  [ Avalon ] Player picked up item: Crystal key, id: 989, amount: 4, owner: Avalon	
[5/13/22 08:28PM]  [ Avalon ] Player picked up item: Global Boss token, id: 23229, amount: 2, owner: Avalon	
[5/13/22 08:28PM]  [ Avalon ] Player picked up item: Upgrade Token, id: 12855, amount: 10000, owner: Avalon	
[5/13/22 08:43PM]  [ Avalon ] Player picked up item: PVM ticket, id: 5022, amount: 2000, owner: Avalon	
[5/13/22 08:43PM]  [ Avalon ] Player picked up item: Global Boss token, id: 23229, amount: 2, owner: Avalon	
[5/13/22 08:43PM]  [ Avalon ] Player picked up item: Upgrade Token, id: 12855, amount: 10000, owner: Avalon	
[5/13/22 08:43PM]  [ Avalon ] Player picked up item: Crystal key, id: 989, amount: 4, owner: Avalon	
[5/13/22 08:55PM]  [ Avalon ] Player picked up item: AFK ticket, id: 5020, amount: 10000, owner: Avalon	
[5/13/22 08:55PM]  [ Avalon ] Player picked up item: Summoning charm box, id: 20481, amount: 1, owner: Avalon	
[5/13/22 08:55PM]  [ Avalon ] Player picked up item: Upgrade Token pack (5k), id: 15290, amount: 1, owner: Avalon	
[5/13/22 08:55PM]  [ Avalon ] Player picked up item: Lazycat bones, id: 2023, amount: 3, owner: Avalon	
[5/14/22 05:21PM]  [ Avalon ] Player picked up item: PVM ticket, id: 5022, amount: 100, owner: Avalon	
[5/16/22 12:12PM]  [ Avalon ] Player picked up item: PVM ticket, id: 5022, amount: 10, owner: Avalon	
[5/16/22 12:36PM]  [ Avalon ] Player picked up item: PVM ticket, id: 5022, amount: 10, owner: Avalon	
[5/16/22 01:07PM]  [ Avalon ] Player picked up item: PVM ticket, id: 5022, amount: 10, owner: Avalon	
[5/16/22 01:11PM]  [ Avalon ] Player picked up item: PVM ticket, id: 5022, amount: 20, owner: Avalon	
[5/16/22 02:05PM]  [ Avalon ] Player picked up item: PVM ticket, id: 5022, amount: 20, owner: Avalon	
[5/16/22 02:09PM]  [ Avalon ] Player picked up item: PVM ticket, id: 5022, amount: 10, owner: Avalon	
[5/16/22 02:09PM]  [ Avalon ] Player picked up item: PVM ticket, id: 5022, amount: 10, owner: Avalon	
[5/16/22 02:09PM]  [ Avalon ] Player picked up item: PVM ticket, id: 5022, amount: 10, owner: Avalon	
[5/16/22 02:09PM]  [ Avalon ] Player picked up item: PVM ticket, id: 5022, amount: 10, owner: Avalon	
[5/16/22 02:09PM]  [ Avalon ] Player picked up item: PVM ticket, id: 5022, amount: 10, owner: Avalon	
[5/16/22 02:09PM]  [ Avalon ] Player picked up item: PVM ticket, id: 5022, amount: 30, owner: Avalon	
[5/18/22 08:33AM]  [ Avalon ] Player picked up item: Antique lamp, id: 11137, amount: 20, owner: Avalon	
[5/18/22 10:37AM]  [ Avalon ] Player picked up item: PVM ticket, id: 5022, amount: 100, owner: Avalon	
[5/18/22 10:37AM]  [ Avalon ] Player picked up item: Avalon token, id: 10835, amount: 500, owner: Avalon	
[5/18/22 09:44PM]  [ Avalon ] Player picked up item: Vote scroll, id: 23020, amount: 2, owner: Avalon	
[5/19/22 11:13AM]  [ Avalon ] Player picked up item: Webby legs, id: 19472, amount: 1, owner: Avalon	
[5/19/22 11:13AM]  [ Avalon ] Player picked up item: Webby legs, id: 19472, amount: 1, owner: Avalon	
[5/19/22 11:15AM]  [ Avalon ] Player picked up item: Webby legs, id: 19472, amount: 1, owner: Avalon	
[5/19/22 11:16AM]  [ Avalon ] Player picked up item: Webby legs, id: 19472, amount: 1, owner: Avalon	
[5/21/22 07:52PM]  [ Avalon ] Player picked up item: Upgrade Token, id: 12855, amount: 1000, owner: Avalon	
[5/21/22 07:52PM]  [ Avalon ] Player picked up item: PVM ticket, id: 5022, amount: 500, owner: Avalon	
[5/21/22 07:53PM]  [ Avalon ] Player picked up item: PVM ticket, id: 5022, amount: 500, owner: Avalon	
[5/21/22 07:53PM]  [ Avalon ] Player picked up item: Upgrade Token, id: 12855, amount: 1000, owner: Avalon	
[5/21/22 07:53PM]  [ Avalon ] Player picked up item: Pet fragment, id: 19000, amount: 1, owner: Avalon	
